Type of weapon,Caliber,Brand/Model,Permissibility in civilian circulation,ID Code,Full Name,Date of Birth,Residential Address,Weapon Registered Date,License Number,Affiliation,Prior Incidents,Notes on Modifications,Nationality,Gender,Occupation,Education Level,Marital Status
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,37801109036,Priit Suits,1978-01-10,"6338 Nikolaev Falls, North Artur, MT 36641",2013-02-01,EE-GUN-972274,None,None,-,Estonian,Male,Engineer,Master's,Divorced
Adapter,222 Rem,Keller-Simmann,Yes,39707180574,Mati Sikk,1997-07-18,"PSC 5470, Box 7732, APO AA 07328",2028-01-25,EE-GUN-377342,Tallinn Marksmen Club,No,Modified grip,Estonian,Male,Lawyer,High School,Married
Adapter,22 Hornet,Hubertus,Yes,47205115680,Maria Sööt,1972-05-11,"56485 Sepp Courts, Männikmouth, NJ 11728",1999-09-28,EE-GUN-290781,Reserve Military,None,Scope added,Estonian,Female,Retired,High School,Divorced
Adapter,22LR,CZ-581/584,Yes,37108061000,Rein Kasak,1971-08-06,"5226 Mati Hills Suite 239, Port Nadeždamouth, KY 15098",1994-04-28,EE-GUN-999769,None,No,-,Estonian,Male,Lawyer,PhD,Married
Adapter,22 Hornet,Hubertus,Yes,39109199089,Priit Kalm,1991-09-19,"9669 Kirillov Bridge, Lake Ljudmila, PA 49541",2022-12-01,EE-GUN-975623,Tallinn Marksmen Club,No,Barrel shortened,Estonian,Male,Nurse,Bachelor's,Widowed
Adapter,22LR,CZ-75-Kadett-adapter,Yes,46206221739,Maria Lätt,1962-06-22,"342 Anu Park Suite 150, Alexanderview, KY 19078",1985-07-11,EE-GUN-943748,Reserve Military,No,-,Estonian,Female,Retired,Bachelor's,Widowed
Adapter,22LR,CZ-581/584,Yes,46404182594,Mare Sibul,1964-04-18,"89989 Jüri Pine Suite 937, Jaanchester, DC 51239",1980-06-06,EE-GUN-146288,Reserve Military,Yes,Barrel shortened,Estonian,Female,Engineer,High School,Married
Adapter,22 Hornet,Hubertus,Yes,48610297586,Piret Loorits,1986-10-29,"42033 Toome Parks Suite 385, Lake Andresberg, NC 77761",2011-09-02,EE-GUN-600317,None,No,Scope added,Estonian,Female,Lawyer,High School,Divorced
Adapter,222 Rem,Keller-Simmann,Yes,60008060360,Anneli Markus,2000-08-06,"04863 Anu Tunnel, Anneliville, CT 32801",2026-06-19,EE-GUN-965037,Narva Gun Enthusiasts,No,-,Estonian,Female,Teacher,High School,Widowed
Adapter,22LR,CZ-75-Kadett-adapter,Yes,46501210471,Elena Kirillov,1965-01-21,"676 Oleg Crossroad, North Sergei, MN 11615",1981-01-19,EE-GUN-668007,Reserve Military,Yes,Scope added,Estonian,Female,Engineer,Bachelor's,Married
Adapter,22LR,CZ-581/584,Yes,47402035514,Kristi Käsper,1974-02-03,"03836 Tarmo Extensions, Remmelstad, NY 13219",2006-04-05,EE-GUN-668647,Narva Gun Enthusiasts,None,-,Estonian,Female,Nurse,PhD,Single
Adapter,22LR,CZ-75-Kadett-adapter,Yes,37409295166,Priit Pihelgas,1974-09-29,"5837 Natalja Burgs, Lake Alekseiside, AR 06067",2008-10-09,EE-GUN-455776,None,No,Barrel shortened,Estonian,Male,Police Officer,PhD,Divorced
Adapter,22LR,Blaser-R-8,Yes,46708179921,Anne Kozlov,1967-08-17,"708 Maria Tunnel Apt. 216, West Vladimir, RI 56619",1982-03-31,EE-GUN-916556,Reserve Military,No,Barrel shortened,Estonian,Female,Retired,PhD,Widowed
Adapter,22LR,Blaser-R-8,Yes,37001024427,Margus Korol,1970-01-02,"USS Viks, FPO AE 77826",1997-11-26,EE-GUN-379498,Tallinn Marksmen Club,None,Scope added,Estonian,Male,Nurse,PhD,Single
Adapter,22 Mag,Krieghoff-Extra,Yes,47807270344,Piret Kadak,1978-07-27,"99714 Vello Mountains, South Nadežda, MI 03091",2018-11-22,EE-GUN-371854,None,None,Barrel shortened,Estonian,Female,Nurse,High School,Married
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,36011094860,Jaanus Laks,1960-11-09,"067 Mati Cliffs Suite 939, Annusstad, MI 08573",1977-12-11,EE-GUN-466767,Tallinn Marksmen Club,Yes,Barrel shortened,Estonian,Male,Engineer,Master's,Divorced
Adapter,22 Hornet,Hubertus,Yes,39006149907,Aleksei Kolesnik,1990-06-14,"58832 Sergey Inlet Suite 659, Martinberg, NV 96132",2015-04-04,EE-GUN-844288,None,No,Barrel shortened,Estonian,Male,Retired,Bachelor's,Divorced
Adapter,22LR,CZ-75-Kadett-adapter,Yes,60208192430,Marika Põllu,2002-08-19,"967 Kristi Rapid Suite 593, Reetshire, SD 96270",2023-07-12,EE-GUN-477589,Reserve Military,None,-,Estonian,Female,Lawyer,Master's,Divorced
Adapter,22LR,CZ-581/584,Yes,38902067523,Ants Lass,1989-02-06,"0138 Aleksei Cliff, Jürgensfort, DE 78708",2016-04-10,EE-GUN-231716,Reserve Military,None,Scope added,Estonian,Male,Lawyer,PhD,Married
Adapter,22 Mag,Krieghoff-Extra,Yes,50311114743,Rein Koppel,2003-11-11,"29796 Merike Station Suite 247, South Margusside, WY 27484",2041-06-14,EE-GUN-273117,Narva Gun Enthusiasts,No,-,Estonian,Male,Lawyer,PhD,Single
Adapter,22 Hornet,Hubertus,Yes,37611068193,Marek Põldmaa,1976-11-06,"150 Varik Spring Suite 734, Lake Triinchester, TN 23468",2014-05-02,EE-GUN-349564,None,No,Barrel shortened,Estonian,Male,Police Officer,Bachelor's,Divorced
Adapter,22 Mag,Krieghoff-Extra,Yes,47801239913,Anne Lehiste,1978-01-23,"743 Katrin Light, North Martinborough, DC 18187",2009-04-30,EE-GUN-353319,Narva Gun Enthusiasts,None,Barrel shortened,Estonian,Female,Police Officer,Bachelor's,Widowed
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,48601230544,Elena Kondratjev,1986-01-23,"986 Priit Tunnel, Reetberg, FL 62415",2004-03-15,EE-GUN-613276,Reserve Military,None,Barrel shortened,Estonian,Female,Teacher,PhD,Married
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,36811081253,Oleg Bõstrov,1968-11-08,"157 Nina Manor, West Tõnushire, MI 57362",1983-09-16,EE-GUN-319792,Reserve Military,Yes,Scope added,Estonian,Male,Nurse,Master's,Married
Adapter,222 Rem,Keller-Simmann,Yes,37904071850,Raivo Ader,1979-04-07,"Unit 9152 Box 1365, DPO AA 23848",2003-08-16,EE-GUN-863030,Tallinn Marksmen Club,None,-,Estonian,Male,Retired,PhD,Divorced
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,49007308421,Anu Tooming,1990-07-30,"5659 Ljubov Track Suite 078, Lake Vello, MA 60934",2012-08-14,EE-GUN-852796,Tallinn Marksmen Club,Yes,-,Estonian,Female,Engineer,Master's,Single
Adapter,222 Rem,Keller-Simmann,Yes,49611273830,Anna Nazarov,1996-11-27,"5034 Gontšarov Coves, Jaanusbury, SC 31234",2023-02-05,EE-GUN-982647,None,Yes,Barrel shortened,Estonian,Female,Nurse,Master's,Single
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,49402073824,Jekaterina Žukov,1994-02-07,"802 Kriisa Summit, South Tarmoside, IL 44680",2020-05-05,EE-GUN-783213,Tallinn Marksmen Club,No,-,Estonian,Female,Retired,High School,Single
Adapter,22LR,CZ-75-Kadett-adapter,Yes,46411173159,Anu Parts,1964-11-17,"4080 Natalja Port, North Anneliburgh, KS 91097",2004-03-13,EE-GUN-464191,Tallinn Marksmen Club,Yes,-,Estonian,Female,Lawyer,High School,Married
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,38912138096,Jüri Kikas,1989-12-13,"3280 Priit Plain, West Laura, MI 92436",2022-02-08,EE-GUN-871953,Reserve Military,No,Barrel shortened,Estonian,Male,Teacher,High School,Divorced
Adapter,22LR,Blaser-R-8,Yes,36611084256,Roman Filippov,1966-11-08,"14965 Liiva Creek, Uusport, MD 40326",1989-07-06,EE-GUN-293247,Narva Gun Enthusiasts,No,Scope added,Estonian,Male,Nurse,Master's,Married
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,36105102500,Aivar Varik,1961-05-10,"98285 Laks Mountains Suite 235, Aivarbury, CT 43418",1996-01-21,EE-GUN-978422,Narva Gun Enthusiasts,None,Modified grip,Estonian,Male,Lawyer,PhD,Divorced
Adapter,22LR,CZ-581/584,Yes,49408181448,Ene Kaasik,1994-08-18,"40107 Kristjan Locks Apt. 221, Antsstad, MD 87595",2031-01-16,EE-GUN-360780,Tallinn Marksmen Club,No,Modified grip,Estonian,Female,Police Officer,High School,Single
Adapter,22LR,CZ-581/584,Yes,49403184077,Maria Martinson,1994-03-18,"43889 Lipp Skyway, South Jaanusside, ND 85029",2028-07-06,EE-GUN-620479,Reserve Military,None,-,Estonian,Female,Engineer,PhD,Divorced
Adapter,22LR,CZ-75-Kadett-adapter,Yes,60403044909,Niina Tali,2004-03-04,"4037 Lipp Center Apt. 761, Maiemouth, AL 59261",2032-11-15,EE-GUN-507360,None,None,Modified grip,Estonian,Female,Lawyer,Bachelor's,Married
Adapter,223 Wylde,Deserttech-MDRX,Yes,47401019113,Triin Härm,1974-01-01,"035 Merila Greens, New Mallebury, WY 28068",2003-11-22,EE-GUN-183963,None,No,Barrel shortened,Estonian,Female,Retired,Master's,Widowed
Adapter,22 Mag,Krieghoff-Extra,Yes,36003126065,Ants Jürisson,1960-03-12,"8878 Priit Loop, New Mihhailstad, SC 47578",1994-04-14,EE-GUN-804278,Narva Gun Enthusiasts,No,Scope added,Estonian,Male,Retired,PhD,Single
Adapter,22LR,CZ-581/584,Yes,37205301956,Aivar Jalakas,1972-05-30,"048 Teras Park, South Merike, ND 68708",1988-06-26,EE-GUN-460253,Narva Gun Enthusiasts,No,-,Estonian,Male,Teacher,High School,Widowed
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,48711278936,Anna Kiis,1987-11-27,"956 Priit Burgs Apt. 485, East Maria, AZ 56812",2010-05-27,EE-GUN-679683,Tallinn Marksmen Club,No,-,Estonian,Female,Lawyer,Bachelor's,Married
Adapter,22LR,CZ-75-Kadett-adapter,Yes,46911261386,Natalia Sidorov,1969-11-26,"419 Ivan Route Suite 692, West Nataliaburgh, MN 42881",1991-06-15,EE-GUN-492331,None,No,Barrel shortened,Estonian,Female,Nurse,Bachelor's,Divorced
Adapter,22LR,CMMG-Bravo-AR-15,Yes,60009067213,Tamara Orlov,2000-09-06,"2931 Ljudmila Trail Suite 447, East Jevgeni, AR 93905",2024-09-08,EE-GUN-171850,None,Yes,-,Estonian,Female,Retired,High School,Married
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,60312031341,Aino Rüütel,2003-12-03,"1003 Marek Radial Suite 695, Tarassovhaven, AL 71122",2019-01-24,EE-GUN-506087,Reserve Military,None,Scope added,Estonian,Female,Teacher,Bachelor's,Married
Adapter,22 Hornet,Hubertus,Yes,36406263352,Marek Kalda,1964-06-26,"29869 Aasa Row Suite 596, Riinaland, IN 23024",2001-06-12,EE-GUN-218212,Reserve Military,No,Barrel shortened,Estonian,Male,Police Officer,PhD,Widowed
Adapter,222 Rem,Keller-Simmann,Yes,38701022075,Nikolai Belov,1987-01-02,"271 Rein Drives Apt. 723, Port Margustown, MI 46980",2017-08-18,EE-GUN-419866,None,No,Scope added,Estonian,Male,Police Officer,Bachelor's,Single
Adapter,222 Rem,Keller-Simmann,Yes,60109132924,Reet Uibo,2001-09-13,"98434 Sibul Meadow Suite 647, Port Jevgeni, NJ 46626",2030-01-24,EE-GUN-284666,Narva Gun Enthusiasts,None,Scope added,Estonian,Female,Engineer,High School,Single
Adapter,22 Mag,Krieghoff-Extra,Yes,39512216606,Jaan Lumi,1995-12-21,"594 Priit Center, West Maksim, NE 74797",2028-11-02,EE-GUN-966887,Narva Gun Enthusiasts,None,Barrel shortened,Estonian,Male,Engineer,High School,Widowed
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,36205070312,Juri Abramov,1962-05-07,"65437 Jürgenson Ways, South Tatianamouth, NJ 99211",2000-10-04,EE-GUN-767442,Narva Gun Enthusiasts,No,Modified grip,Estonian,Male,Lawyer,PhD,Single
Adapter,222 Rem,Keller-Simmann,Yes,38812224953,Aivar Poom,1988-12-22,"Unit 9627 Box 5221, DPO AA 95641",2008-07-05,EE-GUN-818256,Narva Gun Enthusiasts,Yes,-,Estonian,Male,Lawyer,Master's,Divorced
Adapter,222 Rem,Keller-Simmann,Yes,46210277817,Anne Müürsepp,1962-10-27,"PSC 2336, Box 2689, APO AP 29111",1992-11-15,EE-GUN-309947,Reserve Military,No,-,Estonian,Female,Nurse,PhD,Married
Adapter,22LR,CMMG-Bravo-AR-15,Yes,46111205504,Linda Meier,1961-11-20,"236 Kink View, New Mareport, ME 37355",2001-08-11,EE-GUN-711699,None,Yes,Barrel shortened,Estonian,Female,Nurse,High School,Married
Adapter,22LR,CZ-581/584,Yes,47105185757,Kadri Nurk,1971-05-18,"Unit 5324 Box 1715, DPO AP 59771",2004-06-13,EE-GUN-468212,Tallinn Marksmen Club,No,Modified grip,Estonian,Female,Engineer,PhD,Married
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,48105035261,Maie Kasemets,1981-05-03,"PSC 8256, Box 9701, APO AA 51987",2010-11-21,EE-GUN-838025,None,No,-,Estonian,Female,Lawyer,High School,Single
Adapter,22LR,CZ-581/584,Yes,37307239339,Urmas Lõhmus,1973-07-23,"126 Jürgenson Corners Suite 935, Lutsberg, VA 07835",2014-04-13,EE-GUN-780357,Tallinn Marksmen Club,Yes,Barrel shortened,Estonian,Male,Lawyer,PhD,Married
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,49610287101,Ljudmila Rosenberg,1996-10-28,"43444 Iljin Ville, South Irinastad, AZ 58789",2013-01-24,EE-GUN-380582,Reserve Military,Yes,-,Estonian,Female,Engineer,High School,Single
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,37109212220,Rein Laks,1971-09-21,"0546 Kirs Key Suite 580, Allikchester, MA 82793",1988-03-11,EE-GUN-433023,Tallinn Marksmen Club,None,Modified grip,Estonian,Male,Teacher,Master's,Married
Adapter,22LR,CZ-581/584,Yes,36211024850,Urmas Ots,1962-11-02,"10579 Marek Run Suite 309, Villstad, MD 35979",1993-03-08,EE-GUN-956912,Narva Gun Enthusiasts,Yes,-,Estonian,Male,Police Officer,Bachelor's,Widowed
Adapter,22LR,CZ-75-Kadett-adapter,Yes,60210282012,Katrin Randoja,2002-10-28,"5582 Margus Parkway Suite 204, West Julia, IL 56743",2036-05-07,EE-GUN-570846,None,None,Scope added,Estonian,Female,Retired,Master's,Married
Adapter,22 Mag,Krieghoff-Extra,Yes,49601211791,Irina Mironov,1996-01-21,"960 Anne Villages Suite 255, Kirsipuuville, MT 45684",2022-02-02,EE-GUN-643106,None,Yes,-,Estonian,Female,Engineer,Bachelor's,Divorced
Adapter,22LR,CZ-75-Kadett-adapter,Yes,36510317256,Priit Laan,1965-10-31,"211 Pulk Meadows, East Laura, NY 55843",1988-01-30,EE-GUN-547658,None,None,Scope added,Estonian,Male,Police Officer,High School,Married
Adapter,22LR,CZ-581/584,Yes,47610268821,Merike Allas,1976-10-26,"1300 Susi Shoal Apt. 849, East Jekaterina, IN 54385",2017-08-29,EE-GUN-143746,Reserve Military,Yes,Barrel shortened,Estonian,Female,Engineer,Master's,Married
Adapter,22LR,Blaser-R-8,Yes,37607168671,Aleksander Karpov,1976-07-16,"73174 Linda Parkway Suite 966, Tarassovchester, HI 24404",2009-11-01,EE-GUN-546346,None,Yes,Barrel shortened,Estonian,Male,Police Officer,Master's,Widowed
Adapter,22LR,CZ-75-Kadett-adapter,Yes,47102242849,Galina Voronin,1971-02-24,"Unit 1764 Box 9728, DPO AE 55522",1999-07-31,EE-GUN-337222,Narva Gun Enthusiasts,Yes,Modified grip,Estonian,Female,Nurse,PhD,Married
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,60209013904,Tatjana Romanov,2002-09-01,"95677 Tiit Stream, New Aleksandermouth, AR 33820",2028-05-04,EE-GUN-298607,Narva Gun Enthusiasts,Yes,Scope added,Estonian,Female,Retired,High School,Married
Adapter,22LR,CMMG-Bravo-AR-15,Yes,38112218717,Martin Kase,1981-12-21,"2528 Andres Viaduct Apt. 491, Galinaside, CO 54324",1996-01-02,EE-GUN-176974,None,None,-,Estonian,Male,Teacher,High School,Widowed
Adapter,22LR,CZ-581/584,Yes,48202222688,Jekaterina Kuznetsov,1982-02-22,"926 Pärn Forest, East Reetbury, FL 68380",1997-10-06,EE-GUN-444738,None,Yes,Barrel shortened,Estonian,Female,Teacher,Master's,Divorced
Adapter,22LR,Blaser-R-8,Yes,50310124092,Mihkel Raamat,2003-10-12,"41034 Anu Harbors, Irinaberg, AL 51486",2022-10-26,EE-GUN-481684,None,None,Modified grip,Estonian,Male,Police Officer,Bachelor's,Single
Adapter,223 Wylde,Deserttech-MDRX,Yes,38202216156,Jüri Must,1982-02-21,"46938 Mihhail Isle Apt. 016, Kostinhaven, NJ 17055",2019-12-29,EE-GUN-210772,Narva Gun Enthusiasts,None,Modified grip,Estonian,Male,Lawyer,PhD,Married
Adapter,22LR,CMMG-Bravo-AR-15,Yes,50505318709,Jaan Säde,2005-05-31,"216 Kiis Harbor Apt. 228, North Jaanusbury, NM 40644",2022-07-11,EE-GUN-627470,Tallinn Marksmen Club,Yes,Barrel shortened,Estonian,Male,Engineer,High School,Married
Adapter,22LR,CZ-75-Kadett-adapter,Yes,38710067762,Tarmo Aru,1987-10-06,"80862 Ivan Trail Suite 294, Port Laura, OR 83213",2028-03-12,EE-GUN-366751,Reserve Military,None,Modified grip,Estonian,Male,Teacher,PhD,Widowed
Adapter,22 Hornet,Hubertus,Yes,49310292430,Kristi Paap,1993-10-29,"Unit 4289 Box 5873, DPO AP 05687",2011-05-14,EE-GUN-669475,Tallinn Marksmen Club,No,Barrel shortened,Estonian,Female,Engineer,Master's,Widowed
Adapter,22LR,CMMG-Bravo-AR-15,Yes,47711174112,Ljudmila Žuravljov,1977-11-17,"6041 Julia Square Apt. 555, East Mihhail, RI 35984",2005-02-26,EE-GUN-381268,None,Yes,Modified grip,Estonian,Female,Police Officer,Bachelor's,Widowed
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,47811277385,Anne Mäeots,1978-11-27,"76098 Vladimir Run, Ignatjevtown, MD 44486",2000-04-01,EE-GUN-831144,Narva Gun Enthusiasts,None,Modified grip,Estonian,Female,Police Officer,Bachelor's,Married
Adapter,22 Hornet,Hubertus,Yes,60308253038,Kristi Taal,2003-08-25,"3643 Naumov Parkways, Medvedevport, WV 07509",2041-11-13,EE-GUN-504343,Narva Gun Enthusiasts,Yes,Modified grip,Estonian,Female,Teacher,PhD,Divorced
Adapter,22 Mag,Krieghoff-Extra,Yes,50112224657,Siim Kalamees,2001-12-22,"18939 Tatjana Ridge Suite 045, Millerborough, LA 10114",2027-10-08,EE-GUN-260842,Narva Gun Enthusiasts,None,Barrel shortened,Estonian,Male,Teacher,PhD,Divorced
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,46108108226,Ljudmila Lebedev,1961-08-10,"82849 Siim Street, Viktoriaton, OK 01195",1992-09-16,EE-GUN-553999,Tallinn Marksmen Club,Yes,Barrel shortened,Estonian,Female,Lawyer,Bachelor's,Widowed
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,46508095020,Tiiu Siim,1965-08-09,"41119 Roos Rest, Kassland, NH 67957",1998-10-02,EE-GUN-192660,Reserve Military,None,Barrel shortened,Estonian,Female,Nurse,High School,Married
Adapter,22 Mag,Krieghoff-Extra,Yes,49007186819,Mare Rätsep,1990-07-18,"92399 Pettai Mall Suite 386, Port Mareside, NY 47404",2026-11-09,EE-GUN-878900,Reserve Military,No,Barrel shortened,Estonian,Female,Retired,High School,Widowed
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,38106091601,Igor Maksimov,1981-06-09,"9039 Peterson Fields, Pruulview, IA 18307",2004-08-10,EE-GUN-510857,Reserve Military,Yes,Barrel shortened,Estonian,Male,Retired,Bachelor's,Widowed
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,60111057076,Sirje Mändla,2001-11-05,"PSC 8822, Box 7594, APO AA 36353",2038-01-13,EE-GUN-115721,Reserve Military,Yes,Scope added,Estonian,Female,Teacher,Master's,Widowed
Adapter,22LR,CZ-75-Kadett-adapter,Yes,50603046386,Meelis Uus,2006-03-04,"99805 Svetlana Islands Apt. 263, Lake Merike, AZ 49484",2038-12-09,EE-GUN-585918,Narva Gun Enthusiasts,Yes,Barrel shortened,Estonian,Male,Teacher,High School,Widowed
Adapter,22 Mag,Krieghoff-Extra,Yes,48612137504,Katrin Olesk,1986-12-13,"6367 Solovjov Spurs, Port Mihhailhaven, CT 29827",2017-03-21,EE-GUN-710553,Tallinn Marksmen Club,None,Barrel shortened,Estonian,Female,Engineer,Master's,Married
Adapter,222 Rem,Keller-Simmann,Yes,46506232534,Kristi Post,1965-06-23,"416 Dmitri Motorway, South Annefurt, HI 44266",1991-11-02,EE-GUN-726910,None,No,Scope added,Estonian,Female,Lawyer,Bachelor's,Married
Adapter,22LR,Blaser-R-8,Yes,60008268730,Riina Varik,2000-08-26,"22546 Oks Station, Irinamouth, SD 02121",2037-03-05,EE-GUN-656938,Tallinn Marksmen Club,Yes,Barrel shortened,Estonian,Female,Engineer,High School,Married
Adapter,22 Hornet,Hubertus,Yes,37906244613,Andrei Iljin,1979-06-24,"7267 Fedotov Lock, Jekaterinafort, NH 34836",1999-05-15,EE-GUN-738678,Narva Gun Enthusiasts,None,Barrel shortened,Estonian,Male,Teacher,Master's,Married
Adapter,223 Wylde,Deserttech-MDRX,Yes,36602118250,Tiit Juhanson,1966-02-11,"6820 Mölder Ford, South Maksimville, MD 74552",1987-12-18,EE-GUN-133583,None,No,Modified grip,Estonian,Male,Nurse,Master's,Single
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,46212104803,Olga Zaitsev,1962-12-10,"9301 Kivistik Corner Suite 721, New Andrusland, SD 36975",2002-06-10,EE-GUN-926407,Tallinn Marksmen Club,None,Modified grip,Estonian,Female,Nurse,Master's,Widowed
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,47703144522,Jelena Kudrjavtsev,1977-03-14,"4495 Lillemets Mews Apt. 381, North Kristjanborough, NC 89795",1992-08-16,EE-GUN-548297,Narva Gun Enthusiasts,None,-,Estonian,Female,Lawyer,Master's,Divorced
Adapter,22LR,CZ-581/584,Yes,50605170364,Jaan Koit,2006-05-17,"49361 Laane Mountains, Matiburgh, MS 49834",2037-01-08,EE-GUN-546240,Narva Gun Enthusiasts,None,Modified grip,Estonian,Male,Nurse,Master's,Married
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,39606071430,Juri Kulikov,1996-06-07,"547 Uibo Trail Apt. 083, Ottshire, CT 01053",2034-05-04,EE-GUN-305716,None,No,Modified grip,Estonian,Male,Engineer,High School,Widowed
Adapter,223 Wylde,Deserttech-MDRX,Yes,38209064644,Priit Koitla,1982-09-06,"2840 Denissov Parkway Apt. 775, Aleksandrmouth, NE 28033",2018-05-26,EE-GUN-573384,None,No,-,Estonian,Male,Nurse,Master's,Married
Adapter,22LR,CZ-581/584,Yes,48004203620,Aino Käär,1980-04-20,"42898 Soosaar Pine, Alekseimouth, WA 25228",1996-04-18,EE-GUN-370813,Tallinn Marksmen Club,Yes,Barrel shortened,Estonian,Female,Teacher,High School,Single
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,48906046326,Jekaterina Jefimov,1989-06-04,"Unit 2793 Box 7125, DPO AA 83163",2003-05-15,EE-GUN-803424,Reserve Military,Yes,Scope added,Estonian,Female,Police Officer,Bachelor's,Married
Adapter,22 Mag,Krieghoff-Extra,Yes,60401195708,Reet Mänd,2004-01-19,"919 Vaino Oval, West Nikolai, SC 34169",2022-04-12,EE-GUN-960595,Reserve Military,None,-,Estonian,Female,Engineer,Bachelor's,Divorced
Adapter,22LR,CZ-581/584,Yes,48101134054,Diana Karpov,1981-01-13,"235 Lumiste Trace, Aleksanderside, FL 05227",2006-02-25,EE-GUN-860157,Reserve Military,No,Barrel shortened,Estonian,Female,Engineer,High School,Divorced
Adapter,22 Mag,Krieghoff-Extra,Yes,46701154485,Katrin Mölder,1967-01-15,"277 Ants Creek, Ninaberg, ID 41670",1992-06-16,EE-GUN-729864,Tallinn Marksmen Club,Yes,Modified grip,Estonian,Female,Nurse,Bachelor's,Divorced
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,46202132303,Marika Sild,1962-02-13,"36409 Ülle Alley, New Sirjebury, CO 31945",1991-02-13,EE-GUN-864986,None,No,-,Estonian,Female,Police Officer,High School,Single
Adapter,22 Hornet,Hubertus,Yes,47111097289,Elena Štšerbakov,1971-11-09,"740 Laane Via Apt. 268, Valentinafurt, TN 15012",1999-04-13,EE-GUN-514044,Reserve Military,No,Scope added,Estonian,Female,Police Officer,High School,Married
Adapter,222 Rem,Keller-Simmann,Yes,39003258484,Andres Maidla,1990-03-25,"4104 Reet Streets, Mihhailmouth, FL 71471",2011-11-23,EE-GUN-112011,Narva Gun Enthusiasts,No,Modified grip,Estonian,Male,Lawyer,High School,Divorced
Adapter,222 Rem,Keller-Simmann,Yes,49306071226,Laura Pärn,1993-06-07,"15134 Meelis Lodge, South Merikefurt, NC 86070",2030-11-08,EE-GUN-370694,None,No,-,Estonian,Female,Police Officer,Master's,Married
Adapter,223 Wylde,Deserttech-MDRX,Yes,39304217418,Indrek Tali,1993-04-21,"3318 Gerassimov Drives Apt. 940, West Maie, WI 65649",2024-11-02,EE-GUN-208259,Tallinn Marksmen Club,No,-,Estonian,Male,Engineer,Bachelor's,Divorced
Adapter,22LR,Blaser-R-8,Yes,46310025965,Anu Vain,1963-10-02,"4756 Priit Ways Apt. 111, Kivimäeport, MI 93329",2001-05-12,EE-GUN-243563,Reserve Military,Yes,Scope added,Estonian,Female,Teacher,PhD,Single
